instance_id,rdf:type,oa:hasTarget,oa:hasBodyValue,prov:wasGeneratedBy
viewsari:annotation_25124,"oa:Annotation, prov:Entity",viewsari:textchunk_25124,"Bandinelli, he",viewsari:cooccurrence_extraction_ban-vic_1
viewsari:annotation_25125,"oa:Annotation, prov:Entity",viewsari:textchunk_25125,"Michelagnolo Buonarroti on the front wall of the Papal Chapel, engraved by Giorgio Mantovano, and in the engravings by Giovan Battista de' Cavalieri",viewsari:cooccurrence_extraction_buo-cav_1
viewsari:annotation_25126,"oa:Annotation, prov:Entity",viewsari:textchunk_25126,"He also engraved, after the drawings of the same Martin",viewsari:cooccurrence_extraction_coc-hee_1
viewsari:annotation_25127,"oa:Annotation, prov:Entity",viewsari:textchunk_25127,"Bronzino, Giorgio Mantovano engraved a Nativity of Jesus Christ, which was very beautiful. After these works, Hieronymus",viewsari:cooccurrence_extraction_bos-bro_1
viewsari:annotation_25128,"oa:Annotation, prov:Entity",viewsari:textchunk_25128,"Marc' Antonio, as a young man, was portrayed by Raffaello",viewsari:cooccurrence_extraction_bol-san_2
viewsari:annotation_25129,"oa:Annotation, prov:Entity",viewsari:textchunk_25129,he suffered from the stone to return to Florence; and Antonio,viewsari:cooccurrence_extraction_san-san_1_06
viewsari:annotation_25130,"oa:Annotation, prov:Entity",viewsari:textchunk_25130,he gave him,viewsari:cooccurrence_extraction_san-urb_1_05
viewsari:annotation_25131,"oa:Annotation, prov:Entity",viewsari:textchunk_25131,"Antonio, and Fra Giocondo of Verona",viewsari:cooccurrence_extraction_gio-mar_1
viewsari:annotation_25132,"oa:Annotation, prov:Entity",viewsari:textchunk_25132,"Antonio, and Fra Giocondo of Verona",viewsari:cooccurrence_extraction_gio-san_1_04
viewsari:annotation_25133,"oa:Annotation, prov:Entity",viewsari:textchunk_25133,his uncle Giuliano,viewsari:cooccurrence_extraction_mar-san_1_01
viewsari:annotation_25134,"oa:Annotation, prov:Entity",viewsari:textchunk_25134,his uncle Giuliano,viewsari:cooccurrence_extraction_san-san_2_03
viewsari:annotation_25135,"oa:Annotation, prov:Entity",viewsari:textchunk_25135,"Raffaello da Urbino, he",viewsari:cooccurrence_extraction_mar-san_1_02
viewsari:annotation_25136,"oa:Annotation, prov:Entity",viewsari:textchunk_25136,"Raffaello da Urbino, he",viewsari:cooccurrence_extraction_san-san_1_07
viewsari:annotation_25137,"oa:Annotation, prov:Entity",viewsari:textchunk_25137,"Antonio, who found the way after Jacopo had failed to discover it",viewsari:cooccurrence_extraction_san-san_1_08
viewsari:annotation_25138,"oa:Annotation, prov:Entity",viewsari:textchunk_25138,that architect; for new plans had been proposed in opposition by Michelagnolo Buonarroti,viewsari:cooccurrence_extraction_buo-san_1_03
viewsari:annotation_25139,"oa:Annotation, prov:Entity",viewsari:textchunk_25139,you may see from his,viewsari:cooccurrence_extraction_mel-san_1
viewsari:annotation_25140,"oa:Annotation, prov:Entity",viewsari:textchunk_25140,he caused Rinaldo,viewsari:cooccurrence_extraction_man-rom_1
viewsari:annotation_25141,"oa:Annotation, prov:Entity",viewsari:textchunk_25141,"he had so well rendered the hairs of the beard, that it was a thing scarcely possible to imagine, much less to do; and when held up to the light it showed through on either side. This portrait, which was very dear to Giulio",viewsari:cooccurrence_extraction_d-r-rom_1
viewsari:annotation_25142,"oa:Annotation, prov:Entity",viewsari:textchunk_25142,his Last Judgment in the Chapel; and he sent to Giulio,viewsari:cooccurrence_extraction_buo-rom_1
viewsari:annotation_25143,"oa:Annotation, prov:Entity",viewsari:textchunk_25143,Sebastiano left Giovanni,viewsari:cooccurrence_extraction_bel-pio_1
viewsari:annotation_25144,"oa:Annotation, prov:Entity",viewsari:textchunk_25144,his manner. He,viewsari:cooccurrence_extraction_cas-pio_1
viewsari:annotation_25145,"oa:Annotation, prov:Entity",viewsari:textchunk_25145,"Giovanni Bellini, at that time an old man. And afterwards, when Giorgione da Castelfranco",viewsari:cooccurrence_extraction_bel-cas_1
viewsari:annotation_25146,"oa:Annotation, prov:Entity",viewsari:textchunk_25146,"Raffaello, he",viewsari:cooccurrence_extraction_pio-san_1
viewsari:annotation_25147,"oa:Annotation, prov:Entity",viewsari:textchunk_25147,"Michelagnolo, Raffaello",viewsari:cooccurrence_extraction_buo-san_2_01
viewsari:annotation_25148,"oa:Annotation, prov:Entity",viewsari:textchunk_25148,Michelagnolo he,viewsari:cooccurrence_extraction_buo-pio_1
viewsari:annotation_25149,"oa:Annotation, prov:Entity",viewsari:textchunk_25149,"Raffaello in S. Maria del Popolo, came to an agreement with Sebastiano that he should paint it all; whereupon the screen was made, but the chapel remained covered, without ever being seen by anyone, until the year 1554, at which time Luigi, the son of Agostino, resolved that, although his father had not been able to see it finished, he at least would do so. And so, the chapel and the altar-piece being entrusted to Francesco Salviati",viewsari:cooccurrence_extraction_sal-san_1_01
viewsari:annotation_25150,"oa:Annotation, prov:Entity",viewsari:textchunk_25150,"he carried the work in a short time to that perfection which it had not received from the dilatory and irresolute Sebastiano, who, so far as one can see, did little work there, although we find that he",viewsari:cooccurrence_extraction_pio-sal_1
viewsari:annotation_25151,"oa:Annotation, prov:Entity",viewsari:textchunk_25151,Giovanni da Udine an allowance of three hundred crowns. Thus Sebastiano,viewsari:cooccurrence_extraction_pio-udi_1
viewsari:annotation_25152,"oa:Annotation, prov:Entity",viewsari:textchunk_25152,him. After Giuliano,viewsari:cooccurrence_extraction_bug-buo_1
viewsari:annotation_25153,"oa:Annotation, prov:Entity",viewsari:textchunk_25153,"Sebastiano painted one, which proved to be very beautiful, and sent it to him. After Giuliano",viewsari:cooccurrence_extraction_bug-pio_1
viewsari:annotation_25154,"oa:Annotation, prov:Entity",viewsari:textchunk_25154,him. Andrea,viewsari:cooccurrence_extraction_cer-vag_1
viewsari:annotation_25155,"oa:Annotation, prov:Entity",viewsari:textchunk_25155,Perino with him,viewsari:cooccurrence_extraction_ghi-vag_1
viewsari:annotation_25156,"oa:Annotation, prov:Entity",viewsari:textchunk_25156,Andrea de' Ceri placed Perino with him,viewsari:cooccurrence_extraction_cer-ghi_1
viewsari:annotation_25157,"oa:Annotation, prov:Entity",viewsari:textchunk_25157,"him, that he",viewsari:cooccurrence_extraction_vag-vag_1_01
viewsari:annotation_25159,"oa:Annotation, prov:Entity",viewsari:textchunk_25159,Giovanni da Udine by Raffaello,viewsari:cooccurrence_extraction_san-udi_2
viewsari:annotation_25160,"oa:Annotation, prov:Entity",viewsari:textchunk_25160,"Raffaello, to the end that he",viewsari:cooccurrence_extraction_san-vag_1_01
viewsari:annotation_25161,"oa:Annotation, prov:Entity",viewsari:textchunk_25161,he would be employed by Giovanni,viewsari:cooccurrence_extraction_udi-vag_1
viewsari:annotation_25162,"oa:Annotation, prov:Entity",viewsari:textchunk_25162,"Antonio, who knew Perino to be the best of the young men who were in Rome",viewsari:cooccurrence_extraction_san-vag_1_02
viewsari:annotation_25163,"oa:Annotation, prov:Entity",viewsari:textchunk_25163,"Perino, and he",viewsari:cooccurrence_extraction_pil-vag_1
viewsari:annotation_25164,"oa:Annotation, prov:Entity",viewsari:textchunk_25164,"his wife, who had brought him up, were dead, nevertheless, as a native of that country, if he had no possessions there, he had his love for it. Wherefore, after no long time, one morning Perino and Piloto",viewsari:cooccurrence_extraction_cer-pil_1
viewsari:annotation_25165,"oa:Annotation, prov:Entity",viewsari:textchunk_25165,"he had to say, many to learn what difference in practice there might be between the craftsmen of Rome and those of Florence, but most of them to hear the praise and censure that craftsmen are wont often to give to one another; it happened, I say, that thus discoursing together of one thing and another, and examining the works, both ancient and modern, in the various churches, they came to that of the Carmine, in order to see the chapel of Masaccio",viewsari:cooccurrence_extraction_mas-vag_1
viewsari:annotation_25166,"oa:Annotation, prov:Entity",viewsari:textchunk_25166,"Giulio Romano, acquitted himself",viewsari:cooccurrence_extraction_rom-vag_1
viewsari:annotation_25167,"oa:Annotation, prov:Entity",viewsari:textchunk_25167,"Niccola, his",viewsari:cooccurrence_extraction_vag-vin_1
viewsari:annotation_25168,"oa:Annotation, prov:Entity",viewsari:textchunk_25168,Girolamo da Treviso murmured against him,viewsari:cooccurrence_extraction_tre-vag_1
viewsari:annotation_25169,"oa:Annotation, prov:Entity",viewsari:textchunk_25169,"him, that work remained unfinished. Giovanni Antonio",viewsari:cooccurrence_extraction_sog-vag_2
viewsari:annotation_25170,"oa:Annotation, prov:Entity",viewsari:textchunk_25170,he believed that Tiziano,viewsari:cooccurrence_extraction_vag-vec_1
viewsari:annotation_25171,"oa:Annotation, prov:Entity",viewsari:textchunk_25171,"that name, Domenico",viewsari:cooccurrence_extraction_baz-bec_1
viewsari:annotation_25172,"oa:Annotation, prov:Entity",viewsari:textchunk_25172,"Duccio, he",viewsari:cooccurrence_extraction_bec-duc_1
viewsari:annotation_25173,"oa:Annotation, prov:Entity",viewsari:textchunk_25173,"Giovanni Antonio Sogliani, allotted two of the pictures for that recess to Domenico",viewsari:cooccurrence_extraction_bec-sog_1
viewsari:annotation_25174,"oa:Annotation, prov:Entity",viewsari:textchunk_25174,the same master. He,viewsari:cooccurrence_extraction_bec-cat_1
viewsari:annotation_25175,"oa:Annotation, prov:Entity",viewsari:textchunk_25175,"his own age, as, indeed, was the firm belief of everyone at that time. Lappoli",viewsari:cooccurrence_extraction_lap-pon_1
viewsari:annotation_25176,"oa:Annotation, prov:Entity",viewsari:textchunk_25176,he knew him,viewsari:cooccurrence_extraction_lap-ros_1
viewsari:annotation_25177,"oa:Annotation, prov:Entity",viewsari:textchunk_25177,Rosso's passed afterwards into the hands of Giorgio Vasari,viewsari:cooccurrence_extraction_ros-vas_1
viewsari:annotation_25178,"oa:Annotation, prov:Entity",viewsari:textchunk_25178,"Giorgio Vasari, whose designs, among the many that were made, gave more satisfaction than any of the others. For the Company of the Ascension in that city Giovanni Antonio",viewsari:cooccurrence_extraction_lap-vas_1
viewsari:annotation_25179,"oa:Annotation, prov:Entity",viewsari:textchunk_25179,he had turned him,viewsari:cooccurrence_extraction_clo-tor_1
viewsari:annotation_25180,"oa:Annotation, prov:Entity",viewsari:textchunk_25180,he could remain with Nanni,viewsari:cooccurrence_extraction_tri-ung_1
viewsari:annotation_25181,"oa:Annotation, prov:Entity",viewsari:textchunk_25181,"Andrea del Sarto or Jacopo Sansovino, whom he had come to know in Unghero's",viewsari:cooccurrence_extraction_sar-ung_1
viewsari:annotation_25182,"oa:Annotation, prov:Entity",viewsari:textchunk_25182,him with Andrea del Sarto,viewsari:cooccurrence_extraction_sar-tri_1
viewsari:annotation_25183,"oa:Annotation, prov:Entity",viewsari:textchunk_25183,him in his,viewsari:cooccurrence_extraction_san-tri_1_01
viewsari:annotation_25184,"oa:Annotation, prov:Entity",viewsari:textchunk_25184,"Andrea del Sarto, his dearest friend",viewsari:cooccurrence_extraction_con-tri_1
viewsari:annotation_25185,"oa:Annotation, prov:Entity",viewsari:textchunk_25185,him to Florence. But he,viewsari:cooccurrence_extraction_buo-tri_1
viewsari:annotation_25186,"oa:Annotation, prov:Entity",viewsari:textchunk_25186,"Giorgio Vasari, who was always his friend and loved him from his heart, and helped him all that he could",viewsari:cooccurrence_extraction_tri-vas_1
viewsari:annotation_25187,"oa:Annotation, prov:Entity",viewsari:textchunk_25187,Giorgio might show them in Rome to Michelagnolo Buonarroti,viewsari:cooccurrence_extraction_buo-vas_1
viewsari:annotation_25188,"oa:Annotation, prov:Entity",viewsari:textchunk_25188,"Tribolo, was allotted to him",viewsari:cooccurrence_extraction_ban-tri_1
viewsari:annotation_25189,"oa:Annotation, prov:Entity",viewsari:textchunk_25189,"Tribolo, likewise, for the comedy that was performed, Aristotile da San Gallo",viewsari:cooccurrence_extraction_san-tri_1_02
viewsari:annotation_25190,"oa:Annotation, prov:Entity",viewsari:textchunk_25190,Tribolo and Tasso,viewsari:cooccurrence_extraction_tas-tri_1
viewsari:annotation_25191,"oa:Annotation, prov:Entity",viewsari:textchunk_25191,"himself to the place, brought it about that the temple, which in itself is ancient and very beautiful, had the appearance of a new temple designed very well in the modern manner, with seats all round it richly adorned with pictures and gilding. In the centre, beneath the lantern, he made a great vase of carved woodwork with eight sides, the base of which rested on four steps, and at the corners of the eight sides were some large caulicoles, which, springing from the ground, where there were some lions' paws, had at the top of them certain children of large size in various attitudes, who were holding with their hands the lip of the vase, and supporting with their shoulders some festoons which hung like a garland right round the space in the middle. Besides this, Tribolo had made in the middle of the vase a pedestal of wood with beautiful things of fancy round it, upon which, to crown the work, he placed the S. John the Baptist of marble, three braccia high, by the hand of Donatello",viewsari:cooccurrence_extraction_don-tas_1
viewsari:annotation_25192,"oa:Annotation, prov:Entity",viewsari:textchunk_25192,"he placed the S. John the Baptist of marble, three braccia high, by the hand of Donatello",viewsari:cooccurrence_extraction_don-tri_1
viewsari:annotation_25193,"oa:Annotation, prov:Entity",viewsari:textchunk_25193,"Tribolo, but he",viewsari:cooccurrence_extraction_pon-tri_1
viewsari:annotation_25194,"oa:Annotation, prov:Entity",viewsari:textchunk_25194,"him; and the same refusal was made by Ridolfo Ghirlandajo, Bronzino, and many others. Now at this time Giorgio Vasari, having returned from Bologna, was executing for Messer Bindo Altoviti the altar-piece of his chapel in S. Apostolo at Florence, but he was not held in much consideration, although he had friendship with Tribolo and Tasso",viewsari:cooccurrence_extraction_pon-tas_1
viewsari:annotation_25195,"oa:Annotation, prov:Entity",viewsari:textchunk_25195,he saw him,viewsari:cooccurrence_extraction_ban-vin_1_01
viewsari:annotation_25196,"oa:Annotation, prov:Entity",viewsari:textchunk_25196,his brain. Tribolo,viewsari:cooccurrence_extraction_tri-vin_1
viewsari:annotation_25197,"oa:Annotation, prov:Entity",viewsari:textchunk_25197,his uncle,viewsari:cooccurrence_extraction_vin-vin_1
viewsari:annotation_25198,"oa:Annotation, prov:Entity",viewsari:textchunk_25198,his son,viewsari:cooccurrence_extraction_ban-viv_1
viewsari:annotation_25199,"oa:Annotation, prov:Entity",viewsari:textchunk_25199,"Girolamo, turning to Baccio",viewsari:cooccurrence_extraction_ban-bud_1
viewsari:annotation_25200,"oa:Annotation, prov:Entity",viewsari:textchunk_25200,his son,viewsari:cooccurrence_extraction_ban-buo_2
viewsari:annotation_25201,"oa:Annotation, prov:Entity",viewsari:textchunk_25201,his son,viewsari:cooccurrence_extraction_ban-viv_2
viewsari:annotation_25202,"oa:Annotation, prov:Entity",viewsari:textchunk_25202,"his friends, placed him under the care of Giovan Francesco Rustici, one of the best sculptors in the city, whose workshop was still constantly frequented by Leonardo da Vinci",viewsari:cooccurrence_extraction_buo-vin_2
viewsari:annotation_25203,"oa:Annotation, prov:Entity",viewsari:textchunk_25203,"his friends, placed him under the care of Giovan Francesco Rustici, one of the best sculptors in the city, whose workshop was still constantly frequented by Leonardo da Vinci",viewsari:cooccurrence_extraction_viv-vin_1
viewsari:annotation_25204,"oa:Annotation, prov:Entity",viewsari:textchunk_25204,"Leonardo, set himself",viewsari:cooccurrence_extraction_ban-vin_1_02
viewsari:annotation_25205,"oa:Annotation, prov:Entity",viewsari:textchunk_25205,him Baccio,viewsari:cooccurrence_extraction_ban-buo_3
viewsari:annotation_25206,"oa:Annotation, prov:Entity",viewsari:textchunk_25206,his friend,viewsari:cooccurrence_extraction_ban-sar_1
viewsari:annotation_25207,"oa:Annotation, prov:Entity",viewsari:textchunk_25207,Baccio answering him,viewsari:cooccurrence_extraction_ban-con_1
viewsari:annotation_25208,"oa:Annotation, prov:Entity",viewsari:textchunk_25208,Baccio. Piloto,viewsari:cooccurrence_extraction_ban-pil_1
viewsari:annotation_25209,"oa:Annotation, prov:Entity",viewsari:textchunk_25209,"Francesco dal Prato, who had gone with him to Bologna",viewsari:cooccurrence_extraction_ban-pra_1
viewsari:annotation_25210,"oa:Annotation, prov:Entity",viewsari:textchunk_25210,"his father's engagements, but also to make something out of the labours of Francesco",viewsari:cooccurrence_extraction_pra-viv_1
viewsari:annotation_25211,"oa:Annotation, prov:Entity",viewsari:textchunk_25211,he was. This Alfonso,viewsari:cooccurrence_extraction_ban-lom_1
viewsari:annotation_25212,"oa:Annotation, prov:Entity",viewsari:textchunk_25212,"Baccio, Solosmeo",viewsari:cooccurrence_extraction_ban-set_1
viewsari:annotation_25213,"oa:Annotation, prov:Entity",viewsari:textchunk_25213,Baccio and Giuliano,viewsari:cooccurrence_extraction_agn-ban_3
viewsari:annotation_25214,"oa:Annotation, prov:Entity",viewsari:textchunk_25214,"him, Benvenuto",viewsari:cooccurrence_extraction_ban-cel_1
viewsari:annotation_25215,"oa:Annotation, prov:Entity",viewsari:textchunk_25215,he caused Vincenzio,viewsari:cooccurrence_extraction_ban-ros_1_02
viewsari:annotation_25216,"oa:Annotation, prov:Entity",viewsari:textchunk_25216,his son Clemente,viewsari:cooccurrence_extraction_ban-ban_1_01
viewsari:annotation_25218,"oa:Annotation, prov:Entity",viewsari:textchunk_25218,"Baccio and to art, and Bandinelli",viewsari:cooccurrence_extraction_ban-ban_2
viewsari:annotation_25219,"oa:Annotation, prov:Entity",viewsari:textchunk_25219,"Clemente was a very great loss to Baccio and to art, and Bandinelli",viewsari:cooccurrence_extraction_ban-ban_3
viewsari:annotation_25221,"oa:Annotation, prov:Entity",viewsari:textchunk_25221,Ammanati and of Benvenuto,viewsari:cooccurrence_extraction_amm-cel_1
viewsari:annotation_25222,"oa:Annotation, prov:Entity",viewsari:textchunk_25222,"Benvenuto, considered for many reasons that this work belonged to him. Now it happened that Giorgio Vasari",viewsari:cooccurrence_extraction_cel-vas_1
viewsari:annotation_25223,"oa:Annotation, prov:Entity",viewsari:textchunk_25223,"Benvenuto, considered for many reasons that this work belonged to him. Now it happened that Giorgio Vasari had to go to Rome with the Cardinal, the son of the Duke, when he went to receive his hat, and Ammanati gave to Vasari a little model of wax showing the shape in which he desired to carve that figure from the marble, and a piece of wood reproducing the exact proportions—the length, breadth, thickness, and inclination from the straight—of the marble, to the end that Giorgio might show them in Rome to Michelagnolo Buonarroti",viewsari:cooccurrence_extraction_buo-cel_1
viewsari:annotation_25224,"oa:Annotation, prov:Entity",viewsari:textchunk_25224,"his hat, and Ammanati",viewsari:cooccurrence_extraction_amm-vas_1
viewsari:annotation_25225,"oa:Annotation, prov:Entity",viewsari:textchunk_25225,"his opinion in the matter, and so move the Duke to give him the marble. All this Giorgio did most willingly, and it was the reason that the Duke gave orders that an arch should be partitioned off in the Loggia of the Piazza, and that Ammanati",viewsari:cooccurrence_extraction_amm-buo_1
viewsari:annotation_25226,"oa:Annotation, prov:Entity",viewsari:textchunk_25226,he saw in Giuliano's,viewsari:cooccurrence_extraction_bug-buo_2
viewsari:annotation_25227,"oa:Annotation, prov:Entity",viewsari:textchunk_25227,he gave him,viewsari:cooccurrence_extraction_alb-bug_1
viewsari:annotation_25228,"oa:Annotation, prov:Entity",viewsari:textchunk_25228,"Tribolo, his dearest friend",viewsari:cooccurrence_extraction_bug-tri_1
viewsari:annotation_25229,"oa:Annotation, prov:Entity",viewsari:textchunk_25229,"Tribolo, his dearest friend",viewsari:cooccurrence_extraction_buo-tri_2
viewsari:annotation_25230,"oa:Annotation, prov:Entity",viewsari:textchunk_25230,"himself, Tribolo",viewsari:cooccurrence_extraction_bug-tri_2
viewsari:annotation_25231,"oa:Annotation, prov:Entity",viewsari:textchunk_25231,"his figures only in outline, Bugiardini",viewsari:cooccurrence_extraction_bug-buo_3
viewsari:annotation_25234,"oa:Annotation, prov:Entity",viewsari:textchunk_25234,"Giuliano. However, since that manner did not please the smooth fancy of Bugiardini",viewsari:cooccurrence_extraction_bug-buo_4
viewsari:annotation_25235,"oa:Annotation, prov:Entity",viewsari:textchunk_25235,Bronzino how he,viewsari:cooccurrence_extraction_bro-bug_1
viewsari:annotation_25236,"oa:Annotation, prov:Entity",viewsari:textchunk_25236,"Giulio and Raffaello da Urbino, he",viewsari:cooccurrence_extraction_col-rom_1
viewsari:annotation_25237,"oa:Annotation, prov:Entity",viewsari:textchunk_25237,"Giulio and Raffaello da Urbino, he",viewsari:cooccurrence_extraction_san-rom_4
viewsari:annotation_25238,"oa:Annotation, prov:Entity",viewsari:textchunk_25238,Cristofano and Battista,viewsari:cooccurrence_extraction_cun-ghe_1
viewsari:annotation_25239,"oa:Annotation, prov:Entity",viewsari:textchunk_25239,him; and even so Stefano,viewsari:cooccurrence_extraction_ghe-vel_1
viewsari:annotation_25240,"oa:Annotation, prov:Entity",viewsari:textchunk_25240,he was recommended by Lattanzio,viewsari:cooccurrence_extraction_ghe-pag_1
viewsari:annotation_25241,"oa:Annotation, prov:Entity",viewsari:textchunk_25241,our Jacopo. But the father,viewsari:cooccurrence_extraction_mar-pon_1
viewsari:annotation_25242,"oa:Annotation, prov:Entity",viewsari:textchunk_25242,"Andrea del Sarto, with whom, likewise, he did not stay long",viewsari:cooccurrence_extraction_pon-sar_2
viewsari:annotation_25243,"oa:Annotation, prov:Entity",viewsari:textchunk_25243,"Jacopo, who was at that time with Mariotto",viewsari:cooccurrence_extraction_alb-pon_1
viewsari:annotation_25244,"oa:Annotation, prov:Entity",viewsari:textchunk_25244,"Mariotto Albertinelli, then with Piero di Cosimo, and finally, in the year 1512, with Andrea del Sarto, with whom, likewise, he did not stay long",viewsari:cooccurrence_extraction_alb-sar_1
viewsari:annotation_25245,"oa:Annotation, prov:Entity",viewsari:textchunk_25245,"Jacopo, therefore, having summoned Bronzino",viewsari:cooccurrence_extraction_bro-pon_1
viewsari:annotation_25246,"oa:Annotation, prov:Entity",viewsari:textchunk_25246,he remembers having heard from Jacopo da Pontormo himself that Rosso,viewsari:cooccurrence_extraction_bro-ros_1
viewsari:annotation_25247,"oa:Annotation, prov:Entity",viewsari:textchunk_25247,he remembers having heard from Jacopo da Pontormo himself that Rosso likewise worked on this predella. And even as Andrea,viewsari:cooccurrence_extraction_bro-cos_1
viewsari:annotation_25248,"oa:Annotation, prov:Entity",viewsari:textchunk_25248,he remembers having heard from Jacopo da Pontormo himself that Rosso likewise worked on this predella. And even as Andrea,viewsari:cooccurrence_extraction_bro-sar_1
viewsari:annotation_25249,"oa:Annotation, prov:Entity",viewsari:textchunk_25249,himself that Rosso,viewsari:cooccurrence_extraction_pon-ros_1
viewsari:annotation_25250,"oa:Annotation, prov:Entity",viewsari:textchunk_25250,his master Andrea,viewsari:cooccurrence_extraction_cos-pon_1
viewsari:annotation_25251,"oa:Annotation, prov:Entity",viewsari:textchunk_25251,his master Andrea,viewsari:cooccurrence_extraction_sar-pon_3
viewsari:annotation_25252,"oa:Annotation, prov:Entity",viewsari:textchunk_25252,Rosso likewise worked on this predella. And even as Andrea,viewsari:cooccurrence_extraction_cos-ros_1_03
viewsari:annotation_25253,"oa:Annotation, prov:Entity",viewsari:textchunk_25253,Rosso likewise worked on this predella. And even as Andrea,viewsari:cooccurrence_extraction_sar-ros_1_02
viewsari:annotation_25254,"oa:Annotation, prov:Entity",viewsari:textchunk_25254,he gave him,viewsari:cooccurrence_extraction_cos-pon_2
viewsari:annotation_25256,"oa:Annotation, prov:Entity",viewsari:textchunk_25256,"he had no little trouble to persuade him to undertake to do it, seeing that, being a mere lad, he did not wish to expose himself at the outset to such a risk, or to work in a place of so much importance. However, having taken heart, although he was not as well practised in fresco as in oil-painting, Jacopo undertook to paint those two figures. And, withdrawing—for he was still working with Andrea del Sarto—to draw the cartoons at S. Antonio by the Porta a Faenza, where he lived, in a short time he carried them to completion; which done, one day he took his master Andrea",viewsari:cooccurrence_extraction_cos-sar_1_02
viewsari:annotation_25257,"oa:Annotation, prov:Entity",viewsari:textchunk_25257,"his, he",viewsari:cooccurrence_extraction_d-r-pon_1
viewsari:annotation_25258,"oa:Annotation, prov:Entity",viewsari:textchunk_25258,Michelagnolo's design and of Jacopo's,viewsari:cooccurrence_extraction_buo-pon_1
viewsari:annotation_25259,"oa:Annotation, prov:Entity",viewsari:textchunk_25259,his death had left incomplete; and he contrived to take Simone,viewsari:cooccurrence_extraction_cio-con_1
viewsari:annotation_25260,"oa:Annotation, prov:Entity",viewsari:textchunk_25260,"Simone Cioli, the best—and rare indeed they are—are all by Mosca",viewsari:cooccurrence_extraction_cio-mos_1
viewsari:annotation_25261,"oa:Annotation, prov:Entity",viewsari:textchunk_25261,"his death had left incomplete; and he contrived to take Simone to work there. He ordained that Simone should have charge not only of the carvings, but also of the architecture and of the other ornaments of that work; in which commissions Mosca",viewsari:cooccurrence_extraction_con-mos_1
viewsari:annotation_25262,"oa:Annotation, prov:Entity",viewsari:textchunk_25262,he loved him,viewsari:cooccurrence_extraction_mos-san_1
viewsari:annotation_25263,"oa:Annotation, prov:Entity",viewsari:textchunk_25263,his Holiness order the work to be done. Wherefore Vasari was not able to give Mosca,viewsari:cooccurrence_extraction_buo-mos_1
viewsari:annotation_25264,"oa:Annotation, prov:Entity",viewsari:textchunk_25264,"his designs, in the cross at the head of the church, two great tabernacles of marble, works truly graceful, beautiful, and well-proportioned, for one of which Raffaello da Montelupo made in marble a nude Christ with the Cross on His shoulder in a niche, and for the other Moschino",viewsari:cooccurrence_extraction_mos-mos_1
viewsari:annotation_25265,"oa:Annotation, prov:Entity",viewsari:textchunk_25265,"he stayed many years, following him",viewsari:cooccurrence_extraction_gen-sig_1
viewsari:annotation_25266,"oa:Annotation, prov:Entity",viewsari:textchunk_25266,"Genga, because he",viewsari:cooccurrence_extraction_gen-men_1
viewsari:annotation_25267,"oa:Annotation, prov:Entity",viewsari:textchunk_25267,"Genga, because he",viewsari:cooccurrence_extraction_gen-sal_1
viewsari:annotation_25268,"oa:Annotation, prov:Entity",viewsari:textchunk_25268,his father,viewsari:cooccurrence_extraction_gen-gen_1
viewsari:annotation_25269,"oa:Annotation, prov:Entity",viewsari:textchunk_25269,"Matteo San Michele, an excellent architect, his cousin",viewsari:cooccurrence_extraction_san-san_1_09
viewsari:annotation_25270,"oa:Annotation, prov:Entity",viewsari:textchunk_25270,"Perugino, who had once been his master",viewsari:cooccurrence_extraction_per-san_2
viewsari:annotation_25271,"oa:Annotation, prov:Entity",viewsari:textchunk_25271,"Perugino, when he",viewsari:cooccurrence_extraction_per-san_1_04
viewsari:annotation_25272,"oa:Annotation, prov:Entity",viewsari:textchunk_25272,"his manner, beside that of Buonarroti, was dry, petty, and by no means worthy to be imitated. And since, among those who used to go to paint that cartoon, which was for a time the school of all who wished to attend to painting, the most able of all was held to be Ridolfo Ghirlandajo",viewsari:cooccurrence_extraction_ghi-per_1
viewsari:annotation_25273,"oa:Annotation, prov:Entity",viewsari:textchunk_25273,"his manner, beside that of Buonarroti",viewsari:cooccurrence_extraction_buo-per_2
viewsari:annotation_25274,"oa:Annotation, prov:Entity",viewsari:textchunk_25274,him as his,viewsari:cooccurrence_extraction_ghi-san_1_02
viewsari:annotation_25275,"oa:Annotation, prov:Entity",viewsari:textchunk_25275,Buonarroti to depict certain difficult postures; in doing which he,viewsari:cooccurrence_extraction_buo-san_1_04
viewsari:annotation_25276,"oa:Annotation, prov:Entity",viewsari:textchunk_25276,"Buonarroti, was dry, petty, and by no means worthy to be imitated. And since, among those who used to go to paint that cartoon, which was for a time the school of all who wished to attend to painting, the most able of all was held to be Ridolfo Ghirlandajo",viewsari:cooccurrence_extraction_buo-ghi_1_03
viewsari:annotation_25277,"oa:Annotation, prov:Entity",viewsari:textchunk_25277,Aristotile copied from that which Raffaello,viewsari:cooccurrence_extraction_san-san_1_10
viewsari:annotation_25278,"oa:Annotation, prov:Entity",viewsari:textchunk_25278,Andrea del Sarto and Aristotile,viewsari:cooccurrence_extraction_san-sar_1_02
viewsari:annotation_25279,"oa:Annotation, prov:Entity",viewsari:textchunk_25279,he gave him,viewsari:cooccurrence_extraction_san-san_1_11
viewsari:annotation_25280,"oa:Annotation, prov:Entity",viewsari:textchunk_25280,he had been his,viewsari:cooccurrence_extraction_san-vag_1_03
